,ID,Label
1139,C60.975.1,NGEN
1140,C60.976,NGEN
1141,C60.979,NGEN
1142,C60.981,NGEN
1143,C60.983,NGEN
1144,C60.986.1,NGEN
1145,C60.986.2,NGEN
1146,C60.987,NGEN
1147,C60.989,NGEN
1148,C60.991,NGEN
1149,C60.992,NGEN
1150,C60.994,NGEN
1151,C60.995,NGEN
1152,C60.996,NGEN
1153,C60.998,NGEN
1154,C60.1000,NGEN
1155,C60.1001,NGEN
1156,C60.1004,NGEN
1157,C60.1005,NGEN
1158,C60.1006,NGEN
1159,C60.1007,NGEN
1160,C60.1008,NGEN
1161,C60.1009,NGEN
1162,C60.1010,NGEN
1163,C60.1011,NGEN
1164,C60.1012,NGEN
1165,C60.1013,NGEN
1166,C60.1014,NGEN
1167,C60.1015,NGEN
1168,C60.1017,NGEN
1169,C60.1019,NGEN
1170,C60.1021,NGEN
1171,C60.1022,NGEN
1172,C60.1023,NGEN
1173,C60.1024,NGEN
1174,C60.1026,NGEN
1175,C60.1027,NGEN
1176,C60.1028,NGEN
1177,C60.1029,NGEN
1178,C60.1031,NGEN
1179,C60.1032,NGEN
1180,C60.1033,NGEN
1181,C60.1034,NGEN
1182,C60.1035,NGEN
1183,C60.1035.1,NGEN
1184,C60.1040,NGEN
1185,C60.1041,NGEN
1186,C60.1046,NGEN
1187,C51.2,NGEN
